id,category_id,question_text,question_type,weight,sort_order,scale_min,scale_max,is_na_allowed,yes_value,no_value,na_value,visible_to_csr
3237,407,Contact Management Feedback,TEXT,1.0,12,1,5,0,1,0,0,0
3238,408,Automated Attendant,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3239,408,Did the agent encounter an auto-attendant?,YES_NO,1.0,1,1,5,0,0,0,0,1
3240,408,Was policy regarding auto attendant navigation followed?,YES_NO,1.0,2,1,5,0,1,0,0,1
3241,408,Was policy regarding menu option repeats followed?,YES_NO,1.0,3,1,5,0,1,0,0,1
3242,408,Did the agent attempt to leave a voicemail/message when using the auto-attendant?,YES_NO,1.0,4,1,5,0,0,0,0,1
3243,408,Was the proper script followed when leaving a voicemail/message when using the auto-attendant?,YES_NO,1.0,5,1,5,0,1,0,0,1
3244,409,CSR Professionalism,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3245,409,At any point during the contact attempt did the agent talk to a person or leave a voicemail/message?,YES_NO,1.0,1,1,5,0,0,0,0,1
3246,409,Did the agent refrain from use of jargon?,YES_NO,1.0,2,1,5,0,1,0,0,1
3247,409,Did the agent refrain from the use of slang?,YES_NO,1.0,3,1,5,0,1,0,0,1
3248,409,"Was the agent articulate, patient, and polite?",YES_NO,1.0,4,1,5,0,1,0,0,1
3249,409,"Was appropriate pace, grammar, and diction used?",YES_NO,1.0,5,1,5,0,1,0,0,1
3250,409,Professionalism / Rapport Feedback,TEXT,1.0,6,1,5,0,1,0,0,0
3251,410,General Documentation,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3252,410,Was the support interaction documented?,YES_NO,1.0,1,1,5,0,1,0,0,1
3253,410,Was the interaction documented in the proper CRM area (Task / Ticket)?,YES_NO,1.0,2,1,5,0,1,0,0,1
3254,410,Task Specific Documentation,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3255,410,Was the support interaction documented in a task?,YES_NO,1.0,4,1,5,0,0,0,0,1
3256,410,Was the task assigned to the correct user?,YES_NO,1.0,5,1,5,0,1,0,0,1
3257,410,Was the task notes field completed properly?,YES_NO,1.0,6,1,5,0,1,0,0,1
3258,410,Was the task status set properly?,YES_NO,1.0,7,1,5,0,1,0,0,1
3259,410,Was the task next contact date set properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
3260,410,Ticket Specific Documentation,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
3261,410,Was the support interaction documented in a ticket?,YES_NO,1.0,10,1,5,0,0,0,0,1
3262,410,Was the site selected accurately?,YES_NO,1.0,11,1,5,0,1,0,0,1
3263,410,Was the contact set accurately?,YES_NO,1.0,12,1,5,0,1,0,0,1
3264,410,Was the description completed properly?,YES_NO,1.0,13,1,5,0,1,0,0,1
3265,410,Was the classification / subclassification set accurately?,YES_NO,1.0,14,1,5,0,1,0,0,1
3266,410,Was the ticket assigned to the correct user?,YES_NO,1.0,15,1,5,0,1,0,0,1
3267,410,Was the ticket notes field completed properly?,YES_NO,1.0,16,1,5,0,1,0,0,1
3268,410,Was the ticket status set properly?,YES_NO,1.0,17,1,5,0,1,0,0,1
3269,410,Was the ticket next contact date set properly?,YES_NO,1.0,18,1,5,0,1,0,0,1
3270,410,Tech Support Specific Documentation,SUB_CATEGORY,1.0,19,1,5,0,1,0,0,1
3271,410,Was this a tech support interaction?,YES_NO,1.0,20,1,5,0,0,0,0,1
3272,410,Was the radio type accurately selected in the ticket?,YES_NO,1.0,21,1,5,0,1,0,0,1
3273,410,Was an accurate device ID / username entered?,YES_NO,1.0,22,1,5,0,1,0,0,1
3274,410,Did the description field include the error indicator status?,YES_NO,1.0,23,1,5,0,1,0,0,1
3275,410,Did the troubleshooting approach match the process in the Knowledge Base?,YES_NO,1.0,24,1,5,0,1,0,0,1
3276,410,Invoice Specific Documentation,SUB_CATEGORY,1.0,25,1,5,0,1,0,0,1
3277,410,Was the support interaction documented in an invoice support ticket?,YES_NO,1.0,26,1,5,0,0,0,0,1
3278,410,Was an accurate order number entered?,YES_NO,1.0,27,1,5,0,1,0,0,1
3279,410,Installation Specific Documentation,SUB_CATEGORY,1.0,28,1,5,0,1,0,0,1
3280,410,Was the support interaction documented in an installation support ticket?,YES_NO,1.0,29,1,5,0,0,0,0,1
3281,410,Was the correct job selected?,YES_NO,1.0,30,1,5,0,1,0,0,1
3282,410,Ticket / Task Documentation Feedback,TEXT,1.0,31,1,5,0,1,0,0,0
3283,411,Work From Home Policy,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3284,411,Did the CSR follow all work from home policies?,YES_NO,1.0,1,1,5,0,1,0,0,1
3285,411,Work From Home Policy Feedback,TEXT,1.0,2,1,5,0,1,0,0,0
3286,412,Refer CSR for Coaching*,YES_NO,1.0,0,1,5,0,0,0,0,1
3287,412,Areas of Focus for Coaching,RADIO,1.0,1,1,5,0,1,0,0,1
3288,412,Feedback for Trainer,TEXT,1.0,2,1,5,0,1,0,0,0
3522,432,Initial Greeting,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3523,432,Was the greeting script followed?,YES_NO,1.0,1,1,5,0,1,0,0,1
3524,432,Was the customer verified properly?,YES_NO,1.0,2,1,5,0,1,0,0,1
3525,432,Initial Greeting / Customer Verification Feedback,TEXT,1.0,3,1,5,0,1,0,0,0
3526,433,Contact Addition,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3527,433,Was contact addition needed?,YES_NO,1.0,1,1,5,0,0,0,0,1
3528,433,Was the contact added new contact(s) to the CRM?,YES_NO,1.0,2,1,5,0,1,0,0,1
3529,433,Contact Removal,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3530,433,Was contact removal needed?,YES_NO,1.0,4,1,5,0,0,0,0,1
3531,433,Were the appropriate contact(s) set as inactive?,YES_NO,1.0,5,1,5,0,1,0,0,1
3532,433,Contact Assignment,SUB_CATEGORY,1.0,6,1,5,0,1,0,0,1
3533,433,Was contact assignment needed?,YES_NO,1.0,7,1,5,0,0,0,0,1
3534,433,Were the contact(s) assigned properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
3535,433,Contact Management Feedback,TEXT,1.0,9,1,5,0,1,0,0,0
3536,434,General Knowledge,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3537,434,Were the CRM tools used correctly?,YES_NO,1.0,1,1,5,0,1,0,0,1
3538,434,Did the CSR complete CRM actions in a prompt timeframe?,YES_NO,1.0,2,1,5,0,1,0,0,1
3539,434,Product Knowledge,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3540,434,Was product knowledge needed for this support interaction? ,YES_NO,1.0,4,1,5,0,0,0,0,1
3541,434,Were descriptions of product features and functions accurate?,YES_NO,1.0,5,1,5,0,1,0,0,1
3542,434,Were descriptions of product features and functions easy to understand?,YES_NO,1.0,6,1,5,0,1,0,0,1
3543,434,Were all of the customer's questions fully addressed?,YES_NO,1.0,7,1,5,0,1,0,0,1
3544,434,Were all of the customer's questions addressed promptly?,YES_NO,1.0,8,1,5,0,1,0,0,1
3545,434,Service Knowledge,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
3546,434,Was service knowledge needed for this support interaction?,YES_NO,1.0,10,1,5,0,0,0,0,1
3547,434,Were descriptions of service features and functions accurate?,YES_NO,1.0,11,1,5,0,1,0,0,1
3548,434,Were descriptions of service features and functions easy to understand?,YES_NO,1.0,12,1,5,0,1,0,0,1
3549,434,Were all of the customer's questions fully addressed?,YES_NO,1.0,13,1,5,0,1,0,0,1
3550,434,Were all of the customer's questions addressed promptly?,YES_NO,1.0,14,1,5,0,1,0,0,1
3551,434,Problem Solving Ability,SUB_CATEGORY,1.0,15,1,5,0,1,0,0,1
3552,434,Did the support interaction require problem solving?,YES_NO,1.0,16,1,5,0,0,0,0,1
3553,434,Were appropriate and relevant questions asked?,YES_NO,1.0,17,1,5,0,1,0,0,1
3554,434,Was ownership of the problem taken?,YES_NO,1.0,18,1,5,0,1,0,0,1
3555,434,Was empathy with customer’s situation demonstrated?,YES_NO,1.0,19,1,5,0,1,0,0,1
3556,434,Were the customer's needs restated?,YES_NO,1.0,20,1,5,0,1,0,0,1
3557,434,Were timeframes regarding support actions provided?,YES_NO,1.0,21,1,5,0,1,0,0,1
3558,434,Knowledge and Problem Solving Feedback,TEXT,1.0,22,1,5,0,1,0,0,0
3559,435,On Hold Procedure,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3560,435,Did the CSR put the customer on hold?,YES_NO,1.0,1,1,5,0,0,0,0,1
3561,435,Was permission to put the customer on hold asked?,YES_NO,1.0,2,1,5,0,1,0,0,1
3562,435,Was an expected wait time for the hold provided?,YES_NO,1.0,3,1,5,0,1,0,0,1
3563,435,Was the customer thanked for waiting when returning to the call?,YES_NO,1.0,4,1,5,0,1,0,0,1
3564,435,Call Transfer Procedure,SUB_CATEGORY,1.0,5,1,5,0,0,0,0,1
3565,435,Did a call transfer take place during the call?,YES_NO,1.0,6,1,5,0,0,0,0,1
3566,435,Was the need for transfer acknowledged with an apology for the inconvenience?,YES_NO,1.0,7,1,5,0,1,0,0,1
3567,435,Was the reason for the transfer explained?,YES_NO,1.0,8,1,5,0,1,0,0,1
3568,435,Was the customer assured they'd be transferred to the right person/department?,YES_NO,1.0,9,1,5,0,1,0,0,1
3569,435,as the contact information for transfer destination provided?,YES_NO,1.0,10,1,5,0,1,0,0,1
3570,435,Was the customer's consent to transfer confirmed?,YES_NO,1.0,11,1,5,0,1,0,0,1
3571,435,Was the customer thanked for their patience?,YES_NO,1.0,12,1,5,0,1,0,0,1
3572,435,Transfer Procedure / Hold Feedback,TEXT,1.0,13,1,5,0,1,0,0,0
3573,436,Wrap-Up Process,YES_NO,1.0,0,1,5,0,1,0,0,1
3574,436,Were actions taken on behalf of customer restated?,YES_NO,1.0,1,1,5,0,1,0,0,1
3575,436,Was policy regarding explaining any next steps followed?,YES_NO,1.0,2,1,5,0,1,0,0,1
3576,436,Was the customer asked if they needed any additional assistance?,YES_NO,1.0,3,1,5,0,1,0,0,1
3577,436,Was the customer thanked for choosing Dynamic Media?,YES_NO,1.0,4,1,5,0,1,0,0,1
3578,436,Did the agent wait for the customer to hang up first?,YES_NO,1.0,5,1,5,0,1,0,0,1
3579,436,Wrap-Up Process Feedback,TEXT,1.0,6,1,5,0,1,0,0,0
3580,437,CSR Professionalism,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3581,437,Was the customer listened to without interruption?,YES_NO,1.0,1,1,5,0,1,0,0,1
3582,437,Was confidence demonstrated by the agent?,YES_NO,1.0,2,1,5,0,1,0,0,1
3583,437,Did the agent refrain from use of jargon?,YES_NO,1.0,3,1,5,0,1,0,0,1
3584,437,Did the agent refrain from the use of slang?,YES_NO,1.0,4,1,5,0,1,0,0,1
3585,437,"Was the agent articulate, patient, and polite?",YES_NO,1.0,5,1,5,0,1,0,0,1
3586,437,"Was appropriate pace, grammar, and diction used?",YES_NO,1.0,6,1,5,0,1,0,0,1
3587,437,Building Rapport,SUB_CATEGORY,1.0,7,1,5,0,1,0,0,1
3588,437,Was the customer’s first name used?,YES_NO,1.0,8,1,5,0,1,0,0,1
3589,437,Did the agent adapt to customer’s needs?,YES_NO,1.0,9,1,5,0,1,0,0,1
3590,437,Were appropriate “verbal nods” used?,YES_NO,1.0,10,1,5,0,1,0,0,1
3591,437,Did the agent show interest in what the customer said?,YES_NO,1.0,11,1,5,0,1,0,0,1
3592,437,Did the agent use positive scripting?,YES_NO,1.0,12,1,5,0,1,0,0,1
3593,437,Professionalism / Rapport Feedback,TEXT,1.0,13,1,5,0,1,0,0,0
3594,438,General Documentation,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3595,438,Was the support interaction documented?,YES_NO,1.0,1,1,5,0,1,0,0,1
3596,438,Was the interaction documented in the proper CRM area (Task / Ticket)?,YES_NO,1.0,2,1,5,0,1,0,0,1
3597,438,Task Specific Documentation,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3598,438,Was the support interaction documented in a task?,YES_NO,1.0,4,1,5,0,0,0,0,1
3599,438,Was the task assigned to the correct user?,YES_NO,1.0,5,1,5,0,1,0,0,1
3600,438,Was the task notes field completed properly?,YES_NO,1.0,6,1,5,0,1,0,0,1
3601,438,Was the task status set properly?,YES_NO,1.0,7,1,5,0,1,0,0,1
3602,438,Was the task next contact date set properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
3603,438,Ticket Specific Documentation,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
3604,438,Was the support interaction documented in a ticket?,YES_NO,1.0,10,1,5,0,1,0,0,1
3605,438,Was the site selected accurately?,YES_NO,1.0,11,1,5,0,1,0,0,1
3606,438,Was the contact set accurately?,YES_NO,1.0,12,1,5,0,1,0,0,1
3607,438,Was the description completed properly?,YES_NO,1.0,13,1,5,0,1,0,0,1
3608,438,Was the classification / subclassification set accurately?,YES_NO,1.0,14,1,5,0,1,0,0,1
3609,438,Was the ticket assigned to the correct user?,YES_NO,1.0,15,1,5,0,1,0,0,1
3610,438,Was the ticket notes field completed properly?,YES_NO,1.0,16,1,5,0,1,0,0,1
3611,438,Was the ticket status set properly?,YES_NO,1.0,17,1,5,0,1,0,0,1
3612,438,Was the ticket next contact date set properly?,YES_NO,1.0,18,1,5,0,1,0,0,1
3613,438,Tech Support Specific Documentation,SUB_CATEGORY,1.0,19,1,5,0,1,0,0,1
3614,438,Was this a tech support interaction?,YES_NO,1.0,20,1,5,0,0,0,0,1
3615,438,Was the radio type accurately selected in the ticket?,YES_NO,1.0,21,1,5,0,1,0,0,1
3616,438,Was an accurate device ID / username entered?,YES_NO,1.0,22,1,5,0,1,0,0,1
3617,438,Did the description field include the error indicator status?,YES_NO,1.0,23,1,5,0,1,0,0,1
3618,438,Did the troubleshooting approach match the process in the Knowledge Base?,YES_NO,1.0,24,1,5,0,1,0,0,1
3619,438,Invoice Specific Documentation,SUB_CATEGORY,1.0,25,1,5,0,1,0,0,1
3620,438,Was the support interaction documented in an invoice support ticket?,YES_NO,1.0,26,1,5,0,1,0,0,1
3621,438,Was an accurate order number entered?,YES_NO,1.0,27,1,5,0,1,0,0,1
3622,438,Installation Specific Documentation,SUB_CATEGORY,1.0,28,1,5,0,1,0,0,1
3623,438,Was the support interaction documented in an installation support ticket?,YES_NO,1.0,29,1,5,0,0,0,0,1
3624,438,Was the correct job selected?,YES_NO,1.0,30,1,5,0,1,0,0,1
3625,438,Ticket / Task Documentation Feedback,TEXT,1.0,31,1,5,0,1,0,0,0
3626,439,Work From Home Policy,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3627,439,Did the CSR follow all work from home policies?,YES_NO,1.0,1,1,5,0,1,0,0,1
3628,439,Work From Home Policy Feedback,TEXT,1.0,2,1,5,0,1,0,0,0
3629,440,Initial Greeting,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3630,440,Was the greeting script followed?,YES_NO,1.0,1,1,5,0,1,0,0,1
3631,440,Was the customer verified properly?,YES_NO,1.0,2,1,5,0,1,0,0,1
3632,440,Initial Greeting / Customer Verification Feedback,TEXT,1.0,3,1,5,0,1,0,0,0
3633,441,Contact Addition,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3634,441,Was contact addition needed?,YES_NO,1.0,1,1,5,0,0,0,0,1
3635,441,Was the contact added new contact(s) to the CRM?,YES_NO,1.0,2,1,5,0,1,0,0,1
3636,441,Contact Removal,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3637,441,Was contact removal needed?,YES_NO,1.0,4,1,5,0,0,0,0,1
3638,441,Were the appropriate contact(s) set as inactive?,YES_NO,1.0,5,1,5,0,1,0,0,1
3639,441,Contact Assignment,SUB_CATEGORY,1.0,6,1,5,0,1,0,0,1
3640,441,Was contact assignment needed?,YES_NO,1.0,7,1,5,0,0,0,0,1
3641,441,Were the contact(s) assigned properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
3642,441,Contact Management Feedback,TEXT,1.0,9,1,5,0,1,0,0,0
3643,442,General Knowledge,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3644,442,Were the CRM tools used correctly?,YES_NO,1.0,1,1,5,0,1,0,0,1
3645,442,Did the CSR complete CRM actions in a prompt timeframe?,YES_NO,1.0,2,1,5,0,1,0,0,1
3646,442,Product Knowledge,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3647,442,Was product knowledge needed for this support interaction? ,YES_NO,1.0,4,1,5,0,0,0,0,1
3648,442,Were descriptions of product features and functions accurate?,YES_NO,1.0,5,1,5,0,1,0,0,1
3649,442,Were descriptions of product features and functions easy to understand?,YES_NO,1.0,6,1,5,0,1,0,0,1
3650,442,Were all of the customer's questions fully addressed?,YES_NO,1.0,7,1,5,0,1,0,0,1
3651,442,Were all of the customer's questions addressed promptly?,YES_NO,1.0,8,1,5,0,1,0,0,1
3652,442,Service Knowledge,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
3653,442,Was service knowledge needed for this support interaction?,YES_NO,1.0,10,1,5,0,0,0,0,1
3654,442,Were descriptions of service features and functions accurate?,YES_NO,1.0,11,1,5,0,1,0,0,1
3655,442,Were descriptions of service features and functions easy to understand?,YES_NO,1.0,12,1,5,0,1,0,0,1
3656,442,Were all of the customer's questions fully addressed?,YES_NO,1.0,13,1,5,0,1,0,0,1
3657,442,Were all of the customer's questions addressed promptly?,YES_NO,1.0,14,1,5,0,1,0,0,1
3658,442,Problem Solving Ability,SUB_CATEGORY,1.0,15,1,5,0,1,0,0,1
3659,442,Did the support interaction require problem solving?,YES_NO,1.0,16,1,5,0,0,0,0,1
3660,442,Were appropriate and relevant questions asked?,YES_NO,1.0,17,1,5,0,1,0,0,1
3661,442,Was ownership of the problem taken?,YES_NO,1.0,18,1,5,0,1,0,0,1
3662,442,Was empathy with customer’s situation demonstrated?,YES_NO,1.0,19,1,5,0,1,0,0,1
3663,442,Were the customer's needs restated?,YES_NO,1.0,20,1,5,0,1,0,0,1
3664,442,Were timeframes regarding support actions provided?,YES_NO,1.0,21,1,5,0,1,0,0,1
3665,442,Knowledge and Problem Solving Feedback,TEXT,1.0,22,1,5,0,1,0,0,0
3666,443,On Hold Procedure,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3667,443,Did the CSR put the customer on hold?,YES_NO,1.0,1,1,5,0,0,0,0,1
3668,443,Was permission to put the customer on hold asked?,YES_NO,1.0,2,1,5,0,1,0,0,1
3669,443,Was an expected wait time for the hold provided?,YES_NO,1.0,3,1,5,0,1,0,0,1
3670,443,Was the customer thanked for waiting when returning to the call?,YES_NO,1.0,4,1,5,0,1,0,0,1
3671,443,Call Transfer Procedure,SUB_CATEGORY,1.0,5,1,5,0,0,0,0,1
3672,443,Did a call transfer take place during the call?,YES_NO,1.0,6,1,5,0,0,0,0,1
3673,443,Was the need for transfer acknowledged with an apology for the inconvenience?,YES_NO,1.0,7,1,5,0,1,0,0,1
3674,443,Was the reason for the transfer explained?,YES_NO,1.0,8,1,5,0,1,0,0,1
3675,443,Was the customer assured they'd be transferred to the right person/department?,YES_NO,1.0,9,1,5,0,1,0,0,1
3676,443,as the contact information for transfer destination provided?,YES_NO,1.0,10,1,5,0,1,0,0,1
3677,443,Was the customer's consent to transfer confirmed?,YES_NO,1.0,11,1,5,0,1,0,0,1
3678,443,Was the customer thanked for their patience?,YES_NO,1.0,12,1,5,0,1,0,0,1
3679,443,Transfer Procedure / Hold Feedback,TEXT,1.0,13,1,5,0,1,0,0,0
3680,444,Wrap-Up Process,YES_NO,1.0,0,1,5,0,1,0,0,1
3681,444,Were actions taken on behalf of customer restated?,YES_NO,1.0,1,1,5,0,1,0,0,1
3682,444,Was policy regarding explaining any next steps followed?,YES_NO,1.0,2,1,5,0,1,0,0,1
3683,444,Was the customer asked if they needed any additional assistance?,YES_NO,1.0,3,1,5,0,1,0,0,1
3684,444,Was the customer thanked for choosing Dynamic Media?,YES_NO,1.0,4,1,5,0,1,0,0,1
3685,444,Did the agent wait for the customer to hang up first?,YES_NO,1.0,5,1,5,0,1,0,0,1
3686,444,Wrap-Up Process Feedback,TEXT,1.0,6,1,5,0,1,0,0,0
3687,445,CSR Professionalism,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3688,445,Was the customer listened to without interruption?,YES_NO,1.0,1,1,5,0,1,0,0,1
3689,445,Was confidence demonstrated by the agent?,YES_NO,1.0,2,1,5,0,1,0,0,1
3690,445,Did the agent refrain from use of jargon?,YES_NO,1.0,3,1,5,0,1,0,0,1
3691,445,Did the agent refrain from the use of slang?,YES_NO,1.0,4,1,5,0,1,0,0,1
3692,445,"Was the agent articulate, patient, and polite?",YES_NO,1.0,5,1,5,0,1,0,0,1
3693,445,"Was appropriate pace, grammar, and diction used?",YES_NO,1.0,6,1,5,0,1,0,0,1
3694,445,Building Rapport,SUB_CATEGORY,1.0,7,1,5,0,1,0,0,1
3695,445,Was the customer’s first name used?,YES_NO,1.0,8,1,5,0,1,0,0,1
3696,445,Did the agent adapt to customer’s needs?,YES_NO,1.0,9,1,5,0,1,0,0,1
3697,445,Were appropriate “verbal nods” used?,YES_NO,1.0,10,1,5,0,1,0,0,1
3698,445,Did the agent show interest in what the customer said?,YES_NO,1.0,11,1,5,0,1,0,0,1
3699,445,Did the agent use positive scripting?,YES_NO,1.0,12,1,5,0,1,0,0,1
3700,445,Professionalism / Rapport Feedback,TEXT,1.0,13,1,5,0,1,0,0,0
3701,446,General Documentation,SUB_CATEGORY,1.0,0,1,5,0,1,0,0,1
3702,446,Was the support interaction documented?,YES_NO,1.0,1,1,5,0,1,0,0,1
3703,446,Was the interaction documented in the proper CRM area (Task / Ticket)?,YES_NO,1.0,2,1,5,0,1,0,0,1
3704,446,Task Specific Documentation,SUB_CATEGORY,1.0,3,1,5,0,1,0,0,1
3705,446,Was the support interaction documented in a task?,YES_NO,1.0,4,1,5,0,0,0,0,1
3706,446,Was the task assigned to the correct user?,YES_NO,1.0,5,1,5,0,1,0,0,1
3707,446,Was the task notes field completed properly?,YES_NO,1.0,6,1,5,0,1,0,0,1
3708,446,Was the task status set properly?,YES_NO,1.0,7,1,5,0,1,0,0,1
3709,446,Was the task next contact date set properly?,YES_NO,1.0,8,1,5,0,1,0,0,1
3710,446,Ticket Specific Documentation,SUB_CATEGORY,1.0,9,1,5,0,1,0,0,1
3711,446,Was the support interaction documented in a ticket?,YES_NO,1.0,10,1,5,0,1,0,0,1
3712,446,Was the site selected accurately?,YES_NO,1.0,11,1,5,0,1,0,0,1
3713,446,Was the contact set accurately?,YES_NO,1.0,12,1,5,0,1,0,0,1
3714,446,Was the description completed properly?,YES_NO,1.0,13,1,5,0,1,0,0,1
3715,446,Was the classification / subclassification set accurately?,YES_NO,1.0,14,1,5,0,1,0,0,1
3716,446,Was the ticket assigned to the correct user?,YES_NO,1.0,15,1,5,0,1,0,0,1
3717,446,Was the ticket notes field completed properly?,YES_NO,1.0,16,1,5,0,1,0,0,1
